Time,Channel A,Channel B
0.00514310,10.92563000,-0.00091556
0.00521454,11.26133000,-0.00152593
0.00528597,12.25318000,-0.00198370
0.00535740,13.01614000,-0.00280770
0.00542883,9.52177400,-0.00085452
0.00550026,12.29896000,-0.00100711
0.00557170,13.12296000,-0.00189215
0.00564313,11.53600000,0.00051881
0.00571456,10.54414000,0.00012207
0.00578599,12.97037000,0.00103763
0.00585742,12.10059000,-0.00100711
0.00592886,13.70281000,-0.00143437
0.00600029,7.91955300,-0.00326548
0.00607172,13.62651000,-0.00045778
0.00614315,9.59807000,0.00021363
0.00621458,9.85747800,-0.00085452
0.00628602,10.23896000,-0.00054933
0.00635745,8.30103400,0.00027467
0.00642888,8.80458900,0.00155644
0.00650031,12.25318000,-0.00091556
0.00657174,11.33763000,-0.00100711
0.00664318,12.48207000,-0.00128178
0.00671461,11.00192000,-0.00167852
0.00678604,12.86355000,-0.00491348
0.00685747,12.74148000,-0.00015259
0.00692890,11.56651000,0.00000000
0.00700034,10.23896000,-0.00219733
0.00707177,12.25318000,-0.00213630
0.00714320,12.32948000,-0.00167852
0.00721463,10.20844000,0.00097659
0.00728606,12.17688000,-0.00158696
0.00735750,10.08637000,0.00088504
0.00742893,12.48207000,-0.00128178
0.00750036,11.84118000,0.00097659
0.00757179,13.58074000,-0.00213630
0.00764322,10.13214000,-0.00341807
0.00771466,13.42814000,0.00006104
0.00778609,12.45155000,0.00180059
0.00785752,11.53600000,-0.00128178
0.00792895,9.93377500,-0.00311289
0.00800038,8.65199800,-0.00408948
0.00807182,12.66518000,-0.00137333
0.00814325,11.91748000,-0.00009156
0.00821468,11.41392000,-0.00241096
0.00828611,14.03851000,-0.00189215
0.00835754,8.45362700,-0.00183111
0.00842898,13.01614000,0.00103763
0.00850041,10.74251000,0.00027467
0.00857184,14.22162000,-0.00015259
0.00864327,12.48207000,0.00164800
0.00871470,9.85747800,-0.00115970
0.00878614,12.25318000,-0.00128178
0.00885757,14.29792000,-0.00030519
0.00892900,12.37526000,-0.00015259
0.00900043,11.45970000,-0.00045778
0.00907186,13.04666000,-0.00061037
0.00914330,13.32133000,0.00097659
0.00921473,13.42814000,0.00299081
0.00928616,14.64888000,-0.00122074
0.00935759,11.56651000,-0.00234993
0.00942902,14.19111000,-0.00213630
0.00950046,13.24503000,-0.00256356
0.00957189,12.02429000,-0.00085452
0.00964332,11.56651000,0.00051881
0.00971475,14.95407000,-0.00106815
0.00978618,10.46785000,0.00201422
0.00985762,13.32133000,0.00057985
0.00992905,12.40577000,-0.00152593
0.01000048,11.91748000,-0.00143437
0.01007191,11.84118000,-0.00070193
0.01014334,11.41392000,0.00021363
0.01021478,11.61229000,0.00277718
0.01028621,12.07007000,-0.00213630
0.01035764,9.21658900,-0.00415052
0.01042907,9.10977400,-0.00045778
0.01050050,12.89407000,-0.00128178
0.01057194,13.50444000,-0.00189215
0.01064337,13.04666000,-0.00228889
0.01071480,13.32133000,0.00051881
0.01078623,13.42814000,0.00140385
0.01085766,11.53600000,0.00012207
0.01092910,13.24503000,-0.00280770
0.01100053,13.09244000,-0.00106815
0.01107196,13.39762000,0.00027467
0.01114339,11.03244000,-0.00091556
0.01121482,11.03244000,-0.00296030
0.01128626,12.37526000,0.00119022
0.01135769,15.90014000,0.00253304
0.01142912,10.51363000,-0.00024415
0.01150055,14.22162000,0.00112919
0.01157198,13.42814000,0.00082400
0.01164342,14.52681000,-0.00137333
0.01171485,10.08637000,0.00057985
0.01178628,13.50444000,0.00000000
0.01185771,12.40577000,-0.00152593
0.01192914,12.17688000,0.00021363
0.01200058,16.58681000,-0.00265511
0.01207201,14.14533000,0.00119022
0.01214344,11.71911000,-0.00234993
0.01221487,11.45970000,-0.00173956
0.01228630,14.52681000,0.00051881
0.01235774,15.51866000,-0.00219733
0.01242917,11.38340000,-0.00219733
0.01250060,12.02429000,0.00021363
0.01257203,13.85540000,0.00247200
0.01264346,12.66518000,-0.00183111
0.01271490,12.25318000,-0.00521867
0.01278633,15.82385000,-0.00189215
0.01285776,15.48814000,0.00170904
0.01292919,13.77911000,-0.00122074
0.01300062,13.73333000,-0.00009156
0.01307206,14.34370000,-0.00228889
0.01314349,13.12296000,-0.00143437
0.01321492,13.50444000,-0.00158696
0.01328635,13.55022000,-0.00128178
0.01335778,10.81881000,0.00103763
0.01342922,11.94800000,0.00027467
0.01350065,12.71096000,-0.00100711
0.01357208,14.29792000,-0.00100711
0.01364351,15.93066000,0.00277718
0.01371494,15.28977000,-0.00015259
0.01378638,15.10666000,-0.00256356
0.01385781,12.81777000,-0.00070193
0.01392924,12.37526000,-0.00085452
0.01400067,12.55837000,-0.00039674
0.01407210,15.85437000,-0.00091556
0.01414354,13.16874000,-0.00347911
0.01421497,13.42814000,-0.00189215
0.01428640,14.75570000,-0.00076296
0.01435783,16.73940000,-0.00213630
0.01442926,15.74755000,-0.00024415
0.01450070,12.89407000,-0.00152593
0.01457213,15.67125000,-0.00158696
0.01464356,12.14637000,0.00155644
0.01471499,14.37422000,-0.00115970
0.01478642,13.09244000,0.00073244
0.01485786,12.63466000,0.00103763
0.01492929,14.83200000,0.00170904
0.01500072,14.19111000,0.00073244
0.01507215,14.19111000,-0.00256356
0.01514358,14.72518000,-0.00167852
0.01521502,16.08325000,-0.00296030
0.01528645,12.02429000,-0.00198370
0.01535788,15.67125000,-0.00189215
0.01542931,16.38844000,-0.00143437
0.01550074,12.02429000,-0.00189215
0.01557218,11.26133000,0.00088504
0.01564361,14.26740000,0.00027467
0.01571504,14.64888000,-0.00076296
0.01578647,15.41185000,-0.00100711
0.01585790,11.23081000,0.00027467
0.01592934,15.33555000,0.00125126
0.01600077,13.19925000,0.00073244
0.01607220,13.85540000,0.00000000
0.01614363,13.09244000,-0.00158696
0.01621506,14.34370000,0.00247200
0.01628650,15.33555000,0.00000000
0.01635793,18.63155000,-0.00009156
0.01642936,15.36607000,-0.00167852
0.01650079,12.81777000,0.00338756
0.01657222,12.71096000,-0.00234993
0.01664366,18.32636000,-0.00137333
0.01671509,14.00799000,-0.00085452
0.01678652,15.25925000,0.00006104
0.01685795,13.19925000,-0.00286874
0.01692938,12.45155000,-0.00158696
0.01700082,11.03244000,0.00314341
0.01707225,14.49629000,0.00149541
0.01714368,15.70177000,0.00125126
0.01721511,12.07007000,-0.00115970
0.01728654,14.75570000,-0.00030519
0.01735798,14.98459000,-0.00152593
0.01742941,17.22770000,-0.00039674
0.01750084,13.55022000,0.00006104
0.01757227,13.39762000,0.00097659
0.01764370,17.53288000,0.00097659
0.01771514,13.70281000,-0.00128178
0.01778657,15.93066000,0.00201422
0.01785800,15.74755000,-0.00100711
0.01792943,12.97037000,-0.00122074
0.01800086,14.14533000,-0.00326548
0.01807230,12.48207000,-0.00085452
0.01814373,15.82385000,0.00000000
0.01821516,14.98459000,-0.00173956
0.01828659,16.69362000,-0.00158696
0.01835802,17.33451000,-0.00250252
0.01842946,16.51051000,-0.00085452
0.01850089,16.12903000,0.00057985
0.01857232,15.25925000,-0.00061037
0.01864375,16.28162000,0.00125126
0.01871518,17.79229000,-0.00100711
0.01878662,16.96829000,-0.00347911
0.01885805,14.57259000,0.00073244
0.01892948,14.14533000,-0.00076296
0.01900091,13.77911000,0.00103763
0.01907234,19.77599000,0.00155644
0.01914378,16.99881000,0.00000000
0.01921521,16.92251000,-0.00009156
0.01928664,17.48710000,-0.00354015
0.01935807,18.32636000,-0.00070193
0.01942950,11.64281000,-0.00045778
0.01950094,15.33555000,-0.00076296
0.01957237,13.93170000,-0.00158696
0.01964380,13.04666000,0.00073244
0.01971523,15.77807000,-0.00115970
0.01978666,13.73333000,0.00283822
0.01985810,16.31214000,-0.00122074
0.01992953,16.08325000,0.00097659
0.02000096,14.83200000,-0.00296030
0.02007239,15.82385000,0.00051881
0.02014382,15.56444000,-0.00054933
0.02021526,15.59496000,-0.00039674
0.02028669,17.86859000,-0.00183111
0.02035812,18.75362000,-0.00015259
0.02042955,17.53288000,-0.00054933
0.02050098,11.68859000,0.00103763
0.02057242,12.66518000,-0.00054933
0.02064385,15.44236000,-0.00213630
0.02071528,15.74755000,0.00057985
0.02078671,13.85540000,0.00000000
0.02085814,19.77599000,0.00601215
0.02092958,12.40577000,-0.00137333
0.02100101,14.03851000,-0.00158696
0.02107244,17.07511000,-0.00280770
0.02114387,17.15140000,0.00073244
0.02121530,14.41999000,-0.00228889
0.02128674,19.57762000,-0.00015259
0.02135817,17.12088000,-0.00115970
0.02142960,17.79229000,-0.00173956
0.02150103,16.35792000,-0.00311289
0.02157246,15.41185000,-0.00234993
0.02164390,14.49629000,-0.00271615
0.02171533,18.40266000,0.00057985
0.02178676,15.70177000,-0.00015259
0.02185819,16.43422000,0.00000000
0.02192962,14.19111000,-0.00219733
0.02200106,13.12296000,0.00000000
0.02207249,13.85540000,-0.00076296
0.02214392,14.37422000,-0.00085452
0.02221535,16.69362000,0.00149541
0.02228678,14.87777000,-0.00045778
0.02235822,15.33555000,-0.00173956
0.02242965,15.90014000,-0.00091556
0.02250108,17.27348000,0.00097659
0.02257251,16.84622000,-0.00296030
0.02264394,14.95407000,-0.00054933
0.02271538,16.81570000,0.00338756
0.02278681,16.92251000,-0.00280770
0.02285824,16.66311000,0.00057985
0.02292967,16.12903000,-0.00024415
0.02300110,17.38029000,-0.00070193
0.02307254,17.04459000,-0.00024415
0.02314397,14.00799000,-0.00189215
0.02321540,17.63970000,0.00000000
0.02328683,15.36607000,-0.00158696
0.02335826,19.80651000,-0.00143437
0.02342970,14.03851000,-0.00070193
0.02350113,13.88592000,0.00170904
0.02357256,15.25925000,-0.00241096
0.02364399,15.97644000,-0.00061037
0.02371542,15.59496000,0.00125126
0.02378686,18.93673000,-0.00106815
0.02385829,14.00799000,-0.00039674
0.02392972,14.11481000,-0.00311289
0.02400115,12.89407000,0.00082400
0.02407258,17.30400000,-0.00189215
0.02414402,16.76992000,-0.00271615
0.02421545,17.12088000,-0.00045778
0.02428688,13.70281000,-0.00167852
0.02435831,17.91437000,-0.00061037
0.02442974,13.39762000,0.00164800
0.02450118,16.92251000,-0.00106815
0.02457261,16.89199000,-0.00234993
0.02464404,19.42503000,0.00201422
0.02471547,18.06696000,-0.00061037
0.02478690,16.58681000,-0.00061037
0.02485834,15.59496000,-0.00189215
0.02492977,17.22770000,0.00119022
0.02500120,13.65703000,0.00112919
0.02507263,18.44844000,0.00195319
0.02514406,17.30400000,-0.00152593
0.02521550,16.35792000,-0.00241096
0.02528693,17.53288000,-0.00183111
0.02535836,16.38844000,0.00125126
0.02542979,16.58681000,-0.00070193
0.02550122,14.49629000,-0.00128178
0.02557266,17.12088000,-0.00076296
0.02564409,13.47392000,0.00000000
0.02571552,17.86859000,-0.00189215
0.02578695,19.42503000,-0.00085452
0.02585838,16.38844000,0.00103763
0.02592982,19.95910000,-0.00122074
0.02600125,17.45659000,0.00021363
0.02607268,17.99066000,-0.00228889
0.02614411,17.86859000,0.00082400
0.02621554,14.72518000,-0.00152593
0.02628698,17.83807000,-0.00167852
0.02635841,15.82385000,-0.00213630
0.02642984,17.04459000,-0.00158696
0.02650127,16.35792000,-0.00128178
0.02657270,20.11170000,-0.00015259
0.02664414,17.99066000,-0.00250252
0.02671557,16.89199000,-0.00039674
0.02678700,19.39451000,-0.00241096
0.02685843,19.42503000,0.00381481
0.02692986,14.98459000,-0.00152593
0.02700130,15.44236000,0.00149541
0.02707273,17.04459000,-0.00009156
0.02714416,15.48814000,0.00027467
0.02721559,17.91437000,0.00012207
0.02728702,16.58681000,-0.00091556
0.02735846,19.77599000,0.00057985
0.02742989,14.80148000,-0.00317393
0.02750132,12.97037000,0.00042726
0.02757275,16.15955000,-0.00589007
0.02764418,15.77807000,-0.00039674
0.02771562,16.84622000,-0.00241096
0.02778705,19.31821000,0.00057985
0.02785848,19.88281000,-0.00234993
0.02792991,13.50444000,0.00021363
0.02800134,17.56340000,-0.00152593
0.02807278,15.90014000,0.00119022
0.02814421,17.15140000,0.00036622
0.02821564,20.56947000,0.00180059
0.02828707,15.13718000,-0.00213630
0.02835850,17.60918000,-0.00091556
0.02842994,20.00488000,0.00155644
0.02850137,16.08325000,-0.00173956
0.02857280,19.27244000,-0.00219733
0.02864423,20.72207000,0.00057985
0.02871566,20.31007000,0.00036622
0.02878710,15.33555000,-0.00009156
0.02885853,21.33244000,0.00082400
0.02892996,14.57259000,0.00216681
0.02900139,13.85540000,-0.00198370
0.02907282,15.25925000,-0.00061037
0.02914426,17.71599000,-0.00091556
0.02921569,16.00696000,-0.00100711
0.02928712,18.47896000,0.00238044
0.02935855,16.99881000,-0.00326548
0.02942998,19.27244000,-0.00354015
0.02950142,15.56444000,0.00012207
0.02957285,16.54103000,-0.00158696
0.02964428,14.08429000,-0.00317393
0.02971571,17.48710000,-0.00167852
0.02978714,17.48710000,-0.00115970
0.02985858,16.81570000,-0.00234993
0.02993001,14.26740000,0.00027467
0.03000144,13.58074000,-0.00054933
0.03007287,17.15140000,-0.00100711
0.03014430,18.21955000,-0.00100711
0.03021574,14.49629000,0.00012207
0.03028717,14.03851000,-0.00152593
0.03035860,19.11984000,-0.00296030
0.03043003,18.25007000,-0.00198370
0.03050146,13.80962000,-0.00152593
0.03057289,15.90014000,-0.00326548
0.03064433,18.75362000,-0.00204474
0.03071576,16.05273000,-0.00054933
0.03078719,13.88592000,-0.00408948
0.03085862,17.30400000,-0.00115970
0.03093005,16.20533000,-0.00045778
0.03100149,12.45155000,0.00201422
0.03107292,15.56444000,-0.00369274
0.03114435,16.61733000,-0.00183111
0.03121578,18.14325000,-0.00296030
0.03128721,15.67125000,-0.00167852
0.03135865,15.56444000,-0.00399793
0.03143008,20.90518000,0.00051881
0.03150151,13.47392000,-0.00091556
0.03157294,17.27348000,0.00012207
0.03164437,16.05273000,0.00006104
0.03171581,15.77807000,0.00000000
0.03178724,16.31214000,-0.00183111
0.03185867,12.63466000,0.00180059
0.03193010,15.93066000,0.00067141
0.03200153,12.29896000,-0.00128178
0.03207297,14.14533000,-0.00354015
0.03214440,14.41999000,-0.00076296
0.03221583,16.15955000,0.00036622
0.03228726,17.48710000,0.00097659
0.03235869,16.58681000,-0.00183111
0.03243013,15.90014000,-0.00128178
0.03250156,17.63970000,0.00000000
0.03257299,15.18296000,-0.00152593
0.03264442,13.73333000,0.00149541
0.03271585,14.49629000,-0.00317393
0.03278729,16.51051000,-0.00061037
0.03285872,16.12903000,-0.00085452
0.03293015,15.33555000,0.00119022
0.03300158,17.15140000,0.00097659
0.03307301,14.87777000,0.00134281
0.03314445,16.66311000,-0.00265511
0.03321588,17.68548000,-0.00219733
0.03328731,14.49629000,-0.00256356
0.03335874,16.73940000,0.00088504
0.03343017,18.52473000,-0.00271615
0.03350161,18.78414000,-0.00015259
0.03357304,18.96725000,0.00149541
0.03364447,15.77807000,-0.00183111
0.03371590,16.96829000,0.00042726
0.03378733,14.80148000,-0.00347911
0.03385877,17.12088000,0.00125126
0.03393020,16.84622000,-0.00241096
0.03400163,11.68859000,0.00119022
0.03407306,13.58074000,-0.00326548
0.03414449,11.18503000,-0.00076296
0.03421593,17.48710000,-0.00024415
0.03428736,15.77807000,-0.00158696
0.03435879,16.76992000,0.00170904
0.03443022,14.22162000,-0.00152593
0.03450165,14.22162000,-0.00128178
0.03457309,17.83807000,-0.00286874
0.03464452,14.72518000,-0.00189215
0.03471595,15.74755000,0.00125126
0.03478738,18.29585000,-0.00137333
0.03485881,16.61733000,-0.00158696
0.03493025,16.38844000,-0.00091556
0.03500168,15.13718000,-0.00439467
0.03507311,13.80962000,-0.00302133
0.03514454,14.57259000,-0.00070193
0.03521597,15.90014000,-0.00076296
0.03528741,16.43422000,-0.00302133
0.03535884,14.67940000,-0.00091556
0.03543027,14.83200000,-0.00076296
0.03550170,15.10666000,-0.00106815
0.03557313,16.54103000,-0.00271615
0.03564457,16.73940000,0.00225837
0.03571600,15.56444000,-0.00076296
0.03578743,16.20533000,0.00119022
0.03585886,12.17688000,-0.00213630
0.03593029,16.28162000,0.00006104
0.03600173,15.36607000,-0.00054933
0.03607316,15.74755000,-0.00137333
0.03614459,13.42814000,0.00036622
0.03621602,12.40577000,-0.00137333
0.03628745,19.65392000,-0.00219733
0.03635889,16.54103000,-0.00024415
0.03643032,16.96829000,0.00283822
0.03650175,14.11481000,-0.00143437
0.03657318,16.99881000,-0.00122074
0.03664461,15.41185000,0.00006104
0.03671605,15.90014000,-0.00158696
0.03678748,14.90829000,0.00088504
0.03685891,14.83200000,-0.00363170
0.03693034,12.10059000,0.00012207
0.03700177,17.12088000,-0.00024415
0.03707321,15.03036000,-0.00204474
0.03714464,10.92563000,-0.00045778
0.03721607,16.89199000,0.00021363
0.03728750,17.04459000,0.00006104
0.03735893,16.38844000,-0.00122074
0.03743037,16.92251000,-0.00100711
0.03750180,17.30400000,0.00036622
0.03757323,15.25925000,-0.00076296
0.03764466,15.03036000,0.00180059
0.03771609,15.25925000,0.00555437
0.03778753,15.36607000,0.00082400
0.03785896,16.23585000,-0.00167852
0.03793039,15.25925000,-0.00061037
0.03800182,14.95407000,-0.00332652
0.03807325,16.28162000,0.00247200
0.03814469,20.90518000,-0.00341807
0.03821612,16.05273000,-0.00100711
0.03828755,14.00799000,-0.00085452
0.03835898,16.99881000,-0.00198370
0.03843041,14.19111000,-0.00076296
0.03850185,16.35792000,0.00097659
0.03857328,13.27555000,0.00021363
0.03864471,16.66311000,-0.00039674
0.03871614,17.48710000,0.00036622
0.03878757,16.38844000,-0.00122074
0.03885901,14.37422000,-0.00030519
0.03893044,16.35792000,-0.00030519
0.03900187,15.74755000,-0.00250252
0.03907330,16.35792000,-0.00143437
0.03914473,14.37422000,0.00088504
0.03921617,14.72518000,0.00344859
0.03928760,14.72518000,-0.00115970
0.03935903,18.02118000,-0.00311289
0.03943046,14.26740000,-0.00061037
0.03950189,13.50444000,-0.00173956
0.03957333,13.47392000,0.00180059
0.03964476,15.18296000,0.00170904
0.03971619,16.35792000,-0.00512711
0.03978762,17.41081000,-0.00143437
0.03985905,16.20533000,-0.00085452
0.03993049,14.95407000,-0.00128178
0.04000192,17.15140000,0.00155644
0.04007335,15.77807000,-0.00030519
0.04014478,17.94488000,-0.00054933
0.04021621,13.85540000,-0.00115970
0.04028765,14.37422000,-0.00183111
0.04035908,15.85437000,-0.00228889
0.04043051,15.93066000,0.00051881
0.04050194,13.88592000,-0.00076296
0.04057337,16.84622000,-0.00265511
0.04064481,14.64888000,0.00323496
0.04071624,16.35792000,-0.00369274
0.04078767,15.18296000,0.00073244
0.04085910,15.51866000,-0.00189215
0.04093053,14.45051000,-0.00128178
0.04100197,16.00696000,-0.00106815
0.04107340,14.49629000,0.00036622
0.04114483,17.04459000,-0.00204474
0.04121626,15.33555000,0.00006104
0.04128769,15.18296000,-0.00024415
0.04135913,15.67125000,0.00103763
0.04143056,18.47896000,-0.00302133
0.04150199,15.77807000,0.00073244
0.04157342,16.61733000,0.00051881
0.04164485,18.06696000,-0.00015259
0.04171629,15.06088000,-0.00506607
0.04178772,18.37214000,0.00042726
0.04185915,16.81570000,0.00112919
0.04193058,18.52473000,0.00042726
0.04200201,17.79229000,-0.00091556
0.04207345,16.12903000,0.00082400
0.04214488,16.31214000,0.00057985
0.04221631,14.95407000,-0.00100711
0.04228774,16.81570000,0.00027467
0.04235917,16.20533000,-0.00173956
0.04243061,15.36607000,-0.00158696
0.04250204,14.60311000,-0.00024415
0.04257347,17.22770000,-0.00015259
0.04264490,15.93066000,-0.00122074
0.04271633,14.90829000,-0.00167852
0.04278777,19.39451000,-0.00122074
0.04285920,13.47392000,-0.00054933
0.04293063,19.27244000,-0.00158696
0.04300206,17.22770000,-0.00122074
0.04307349,19.04355000,-0.00143437
0.04314493,16.51051000,0.00012207
0.04321636,20.59999000,0.00112919
0.04328779,16.61733000,-0.00341807
0.04335922,16.84622000,0.00042726
0.04343065,16.51051000,-0.00234993
0.04350209,15.90014000,-0.00091556
0.04357352,16.05273000,0.00082400
0.04364495,17.12088000,-0.00454726
0.04371638,15.18296000,-0.00173956
0.04378781,16.43422000,-0.00234993
0.04385925,16.43422000,0.00134281
0.04393068,13.80962000,0.00067141
0.04400211,16.08325000,-0.00213630
0.04407354,13.73333000,-0.00317393
0.04414497,18.93673000,0.00097659
0.04421641,18.17377000,-0.00213630
0.04428784,14.75570000,0.00067141
0.04435927,17.48710000,-0.00137333
0.04443070,17.60918000,-0.00460830
0.04450213,17.86859000,0.00021363
0.04457357,19.27244000,-0.00054933
0.04464500,19.73022000,-0.00286874
0.04471643,19.62340000,0.00262459
0.04478786,21.86651000,0.00308237
0.04485929,18.47896000,-0.00091556
0.04493073,18.93673000,-0.00454726
0.04500216,18.78414000,-0.00009156
0.04507359,18.96725000,0.00112919
0.04514502,19.42503000,-0.00250252
0.04521645,17.30400000,-0.00204474
0.04528789,15.44236000,-0.00610370
0.04535932,18.78414000,-0.00256356
0.04543075,19.04355000,0.00253304
0.04550218,18.32636000,0.00164800
0.04557361,17.99066000,-0.00070193
0.04564505,16.35792000,-0.00039674
0.04571648,20.59999000,0.00103763
0.04578791,18.21955000,0.00036622
0.04585934,17.27348000,-0.00122074
0.04593077,18.06696000,-0.00152593
0.04600221,16.28162000,0.00360118
0.04607364,17.60918000,-0.00076296
0.04614507,17.68548000,-0.00009156
0.04621650,16.54103000,0.00350963
0.04628793,15.28977000,-0.00054933
0.04635937,20.26429000,0.00082400
0.04643080,17.07511000,0.00021363
0.04650223,21.40873000,-0.00061037
0.04657366,22.58370000,-0.00152593
0.04664509,20.67629000,-0.00085452
0.04671653,20.00488000,-0.00009156
0.04678796,17.22770000,-0.00311289
0.04685939,21.59184000,-0.00115970
0.04693082,20.75258000,0.00308237
0.04700225,18.96725000,-0.00061037
0.04707369,19.08933000,-0.00100711
0.04714512,20.64577000,-0.00015259
0.04721655,20.49318000,0.00164800
0.04728798,19.11984000,0.00195319
0.04735941,20.52369000,-0.00085452
0.04743085,16.66311000,0.00042726
0.04750228,16.54103000,-0.00070193
0.04757371,18.06696000,-0.00399793
0.04764514,17.22770000,-0.00189215
0.04771657,18.47896000,0.00042726
0.04778801,19.16562000,-0.00152593
0.04785944,18.40266000,0.00119022
0.04793087,19.11984000,-0.00280770
0.04800230,17.83807000,0.00097659
0.04807373,20.11170000,0.00012207
0.04814517,22.61421000,-0.00198370
0.04821660,20.00488000,0.00006104
0.04828803,18.86044000,-0.00198370
0.04835946,19.01303000,0.00042726
0.04843089,18.21955000,-0.00070193
0.04850233,19.50133000,-0.00076296
0.04857376,23.34666000,-0.00271615
0.04864519,21.94281000,-0.00256356
0.04871662,19.95910000,0.00021363
0.04878805,17.86859000,-0.00213630
0.04885949,19.77599000,-0.00128178
0.04893092,18.78414000,-0.00100711
0.04900235,22.38533000,-0.00183111
0.04907378,20.64577000,-0.00265511
0.04914521,20.59999000,0.00164800
0.04921665,21.71392000,0.00140385
0.04928808,18.96725000,0.00042726
0.04935951,22.20222000,0.00006104
0.04943094,19.47081000,-0.00091556
0.04950237,21.79021000,0.00195319
0.04957381,19.73022000,0.00134281
0.04964524,21.13407000,-0.00106815
0.04971667,19.85229000,-0.00039674
0.04978810,20.18799000,-0.00115970
0.04985953,19.19614000,-0.00198370
0.04993097,19.24192000,-0.00265511
0.05000240,18.21955000,0.00097659
0.05007383,20.23377000,0.00390637
0.05014526,21.56133000,-0.00091556
0.05021669,20.67629000,-0.00250252
0.05028813,20.52369000,-0.00241096
0.05035956,22.69051000,-0.00070193
0.05043099,22.35481000,-0.00122074
0.05050242,20.00488000,-0.00363170
0.05057385,21.59184000,0.00036622
0.05064529,24.09436000,-0.00527970
0.05071672,20.59999000,0.00067141
0.05078815,22.20222000,-0.00167852
0.05085958,21.97333000,0.00262459
0.05093101,22.53792000,0.00000000
0.05100245,18.14325000,0.00042726
0.05107388,21.17984000,-0.00024415
0.05114531,19.31821000,0.00051881
0.05121674,22.58370000,-0.00234993
0.05128817,22.30903000,0.00097659
0.05135961,16.58681000,-0.00009156
0.05143104,21.71392000,-0.00167852
0.05150247,21.43925000,0.00051881
0.05157390,19.80651000,0.00225837
0.05164533,21.74444000,-0.00106815
0.05171677,21.94281000,-0.00241096
0.05178820,23.27036000,-0.00167852
0.05185963,22.12592000,-0.00183111
0.05193106,21.79021000,0.00134281
0.05200249,23.49925000,-0.00213630
0.05207393,21.02725000,-0.00015259
0.05214536,23.04147000,-0.00167852
0.05221679,23.14829000,-0.00408948
0.05228822,21.97333000,-0.00106815
0.05235965,22.20222000,0.00308237
0.05243109,19.47081000,0.00149541
0.05250252,23.11777000,0.00231941
0.05257395,23.63658000,-0.00415052
0.05264538,21.71392000,0.00006104
0.05271681,22.20222000,-0.00045778
0.05278825,20.72207000,-0.00241096
0.05285968,22.04962000,-0.00122074
0.05293111,20.31007000,-0.00167852
0.05300254,22.00384000,-0.00122074
0.05307397,19.04355000,0.00021363
0.05314541,23.71288000,0.00036622
0.05321684,21.89703000,0.00057985
0.05328827,22.12592000,-0.00265511
0.05335970,23.04147000,0.00338756
